Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,TSLA,AAPL,TSLA,AAPL,TSLA,AAPL,TSLA,AAPL,TSLA
Date,,,,,,,,,,
2019-02-19,40.80563735961914,20.375999450683594,40.92739055939511,20.769332885742188,40.46187326148435,20.364667892456055,40.51439353537047,20.437332153320312,75891200,62526000
2019-02-20,41.068260192871094,20.17066764831543,41.37622047276301,20.420000076293945,40.819985385123545,19.933332443237305,40.86773012014925,20.29400062561035,104457600,107131500
2019-02-21,40.83669662475586,19.415332794189453,41.149428845280646,20.215999603271484,40.655265164712084,19.366666793823242,41.01335616092031,20.12066650390625,68998800,133638000
2019-02-22,41.29266357421875,19.6473331451416,41.29982510218546,19.766666412353516,40.913088021224546,19.47333335876465,40.96083275523248,19.632667541503906,75652800,86109000
2019-02-25,41.59345626831055,19.917999267578125,41.98496889280759,20.19333267211914,41.526612916032235,19.799999237060547,41.576747251585715,19.860666275024414,87493600,99397500
2019-02-26,41.61733627319336,19.857332229614258,41.84890207691848,20.134000778198242,41.34041169350497,19.251333236694336,41.46932649284163,19.481332778930664,68280800,128737500
2019-02-27,41.746246337890625,20.982667922973633,41.77728205593581,21.086666107177734,41.235370005885635,20.036666870117188,41.34996174511865,20.118667602539062,111341600,167758500
2019-02-28,41.33562088012695,21.325332641601562,41.75578316128007,21.333332061767578,41.2807146339085,20.720666885375977,41.61493496143382,21.261333465576172,112861600,157810500
2019-03-01,41.77012634277344,19.652666091918945,41.81309551895052,20.475332260131836,41.27357299837034,19.459999084472656,41.60540388204712,20.46266746520996,103544800,343671000
2019-03-04,41.98020553588867,19.02400016784668,42.4337860392888,19.933332443237305,41.53139695670395,18.851999282836914,41.94200828602396,19.874666213989258,109744800,256452000
2019-03-05,41.90380859375,18.43600082397461,42.01601073200636,18.933332443237305,41.667467222014054,18.00666618347168,42.001687674814484,18.799999237060547,78949600,281470500
2019-03-06,41.662681579589844,18.416000366210938,41.89424730844964,18.767332077026367,41.52421933451056,18.292667388916016,41.69848921077895,18.43199920654297,83241600,155032500
2019-03-07,41.18044662475586,18.439332962036133,41.64357802759775,18.979999542236328,41.06585857583972,18.28333282470703,41.507501759825516,18.589332580566406,99185600,141637500
2019-03-08,41.278343200683594,18.94266700744629,41.316540447448006,19.03933334350586,40.464282137130546,18.392667770385742,40.6600402947807,18.46066665649414,95997600,132294000
2019-03-11,42.708309173583984,19.39466667175293,42.76082946689261,19.41866683959961,41.860830238999526,18.700000762939453,41.894251912678726,18.90133285522461,128044000,110884500
2019-03-12,43.18815231323242,18.890666961669922,43.60831100701947,19.204666137695312,42.82051026881575,18.737333297729492,42.970909618139764,19.099332809448242,129870400,112561500
2019-03-13,43.379150390625,19.263999938964844,43.75872602054894,19.465999603271484,43.19055373543909,18.84666633605957,43.508061562842215,18.926666259765625,124130000,102670500
2019-03-14,43.86136245727539,19.33066749572754,43.94969402855419,19.69266700744629,43.58205197474232,19.21933364868164,43.90194565805139,19.496667861938477,94318000,106551000
2019-03-15,44.43192672729492,18.36199951171875,44.720788381391955,18.9146671295166,43.86375819430227,18.293333053588867,44.12874565980989,18.900667190551758,156171600,221782500
2019-03-18,44.885494232177734,17.965999603271484,44.97382214049109,18.536666870117188,44.35312989333071,17.81999969482422,44.35551949692084,18.399999618530273,104879200,154215000
2019-03-19,44.52980041503906,17.83133316040039,45.11707114202692,18.219999313354492,44.38417662471166,17.56399917602539,44.964285824526804,17.833332061767578,126585600,177009000
2019-03-20,44.91893768310547,18.239999771118164,45.236445486064724,18.33133316040039,44.10010100332841,17.753332138061523,44.45819201742965,17.979333877563477,124140800,103623000
2019-03-21,46.57331466674805,18.26799964904785,46.86933787196459,18.43000030517578,45.3128346359712,17.89666748046875,45.362968978842,18.17333221435547,204136800,89206500
2019-03-22,45.60884475708008,17.635332107543945,47.19399365272044,18.18666648864746,45.54438737550608,17.600000381469727,46.63298312227623,18.172000885009766,169630800,131184000
2019-03-25,45.0573844909668,17.3613338470459,45.830858484229445,17.545333862304688,44.54650829883213,16.964000701904297,45.71865638029758,17.31399917602539,175381200,153225000
2019-03-26,44.59186935424805,17.851333618164062,46.045721333722135,18.017332077026367,44.064284077836106,17.6286678314209,45.75447374551605,17.62933349609375,199202000,110263500
2019-03-27,44.9929313659668,18.32200050354004,45.300887958578926,18.357999801635742,44.534575419245186,17.8786678314209,45.05977471386228,17.916667938232422,119393600,131688000
2019-03-28,45.05261993408203,18.57466697692871,45.253150007800876,18.68866729736328,44.768533841635445,18.34000015258789,45.10752619750009,18.477333068847656,83121600,101611500
2019-03-29,45.34625244140625,18.657333374023438,45.37728815780185,18.67733383178711,45.00964605534381,18.299999237060547,45.31760632946552,18.579999923706055,94256000,89869500
2019-04-01,45.65421676635742,19.278667449951172,45.759253733689775,19.280000686645508,44.97145644390192,18.75200080871582,45.749706243092305,18.841333389282227,111448000,121656000
2019-04-02,46.317874908447266,19.058666229248047,46.4229155104042,19.29599952697754,45.60885448792773,18.92533302307129,45.618401977792104,19.219999313354492,91062800,82183500
2019-04-03,46.635379791259766,19.45400047302246,46.909914730827474,19.744667053222656,46.11017681396402,19.14466667175293,46.13405100118274,19.154666900634766,93087200,118791000
2019-04-04,46.716548919677734,17.851999282836914,46.87888174561078,18.079999923706055,46.10779353704933,17.37266731262207,46.50169215026725,17.459333419799805,76457200,355810500
2019-04-05,47.02928161621094,18.33066749572754,47.05315580507173,18.406667709350586,46.773841637621636,17.74066734313965,46.897980862856144,17.99066734313965,74106400,195574500
2019-04-08,47.76932907104492,18.213333129882812,47.80036113969256,18.743999481201172,46.8717121878572,18.029333114624023,46.8908108069345,18.512666702270508,103526800,156156000
2019-04-09,47.62609100341797,18.15399932861328,48.425828825713914,18.333332061767578,47.561633619701,17.974000930786133,47.821849115932814,18.110000610351562,143072800,88560000
2019-04-10,47.89347457885742,18.40399932861328,47.92212433476872,18.558666229248047,47.31097932542279,18.19266700744629,47.430342987431864,18.44933319091797,86781200,105919500
2019-04-11,47.49479675292969,17.89466667175293,47.984188458280926,18.03333282470703,47.37304713835903,17.706666946411133,47.94838081949238,17.886667251586914,83603200,147538500
2019-04-12,47.475711822509766,17.84666633605957,47.77889660821453,18.1299991607666,46.840699774499015,17.788667678833008,47.554492293253084,18.014667510986328,111042800,101190000
2019-04-15,47.56163024902344,17.7586669921875,47.70964362494642,17.92533302307129,47.27038270494482,17.242000579833984,47.40645898951596,17.908666610717773,70146400,150579000
2019-04-16,47.566402435302734,18.224000930786133,48.072503017009225,18.333332061767578,47.401680057339014,17.648000717163086,47.61653675834375,17.71666717529297,102785600,109093500
2019-04-17,48.49267578125,18.082000732421875,48.55235760399355,18.319332122802734,47.41362740609359,17.902666091918945,47.635642038208694,18.316667556762695,115627200,76897500
2019-04-18,48.66695022583008,18.21733283996582,48.73617954389049,18.32266616821289,48.34705650031418,17.983333587646484,48.49029070265323,18.082000732421875,96783200,88144500
2019-04-22,48.82689666748047,17.516666412353516,48.92477573931631,17.978666305541992,48.30408327313111,17.498666763305664,48.42106096698539,17.933332443237305,77758000,182206500
2019-04-23,49.5311393737793,17.593332290649414,49.59559676497927,17.706666946411133,48.676495199382785,17.049999237060547,48.803020377452285,17.343332290649414,93292000,164158500
2019-04-24,49.45474624633789,17.243999481201172,49.76986437478454,17.687999725341797,49.42848609874323,17.200000762939453,49.50249097577655,17.59000015258789,70162400,160912500
2019-04-25,49.00593948364258,16.5086669921875,49.59798216323231,17.266666412353516,48.96774224168466,16.404666900634766,49.37596752439472,17.0,74172800,327741000
2019-04-26,48.77198791503906,15.675999641418457,48.93909629580391,16.44533348083496,48.25156050901197,15.408666610717773,48.91522210882772,16.433332443237305,74596400,335410500
2019-04-29,48.84600067138672,16.097999572753906,49.170669996093025,16.26533317565918,48.66695516826244,15.477999687194824,48.795866327728284,15.723999977111816,88818800,250717500
2019-04-30,47.90540313720703,15.912667274475098,48.557127595690886,16.28066635131836,47.53298916093055,15.800000190734863,48.47596119423354,16.137332916259766,186139600,141969000
2019-05-01,50.256874084472656,15.600666999816895,51.400376291203976,16.0,49.94891381611676,15.433333396911621,50.10408875249977,15.923333168029785,259309200,160566000
2019-05-02,49.9298095703125,16.273332595825195,50.765355057263776,16.475332260131836,49.686310365422955,15.847999572753906,50.094531977713174,16.368000030517578,127985200,272389500
2019-05-03,50.55051040649414,17.00200080871582,50.5719949912171,17.107332229614258,50.18764385729484,16.232667922973633,50.34520476397623,16.257333755493164,83569600,355602000
2019-05-06,49.769859313964844,17.022666931152344,49.85580127529122,17.22333335876465,48.58099855119083,16.566667556762695,48.76959148823785,16.667999267578125,129772400,162508500
2019-05-07,48.42822265625,16.470666885375977,49.51681861609969,17.1473331451416,47.943606504322965,16.34000015258789,49.149180158416655,17.1200008392334,155054800,151971000
2019-05-08,48.43776321411133,16.32266616821289,49.02025835484054,16.706666946411133,48.16322830168545,16.280000686645508,48.19903593628389,16.46266746520996,105358000,92646000
2019-05-09,47.917354583740234,16.131999969482422,48.14653080270488,16.245332717895508,46.9481221134278,15.795999526977539,47.84096008229181,16.133333206176758,139634400,100671000
2019-05-10,47.253517150878906,15.968000411987305,47.65373021042294,16.132667541503906,46.19667837213871,15.73466682434082,47.31103365411857,15.983332633972168,164834800,105124500
2019-05-13,44.507171630859375,15.133999824523926,45.408241627342775,15.498000144958496,43.81938698504411,14.966667175292969,44.98406973256331,15.46733283996582,229722400,162522000
2019-05-14,45.211734771728516,15.487333297729492,45.46096566171211,15.633333206176758,44.432883212543324,15.199999809265137,44.67252984613877,15.286666870117188,146118800,108786000
2019-05-15,45.75333023071289,15.463333129882812,45.952237355333416,15.496000289916992,44.57906330726603,15.016667366027832,44.63897495961979,15.288000106811523,106178800,109440000
2019-05-16,45.55203628540039,15.222000122070312,46.124791640359376,15.399999618530273,45.25487311897266,15.100000381469727,45.51129679315685,15.299332618713379,132125600,112249500
2019-05-17,45.293216705322266,14.0686674118042,45.74854387618077,14.815999984741211,44.75640689461861,13.928000450134277,44.79714638618235,14.797332763671875,131516400,266800500
2019-05-20,43.87689971923828,13.690667152404785,44.178856807213535,13.733332633972168,43.20349328767014,13.016667366027832,43.979949669541405,13.520000457763672,154449200,307893000
2019-05-21,44.71806716918945,13.67199993133545,45.05357102262831,13.826666831970215,44.262736331845005,13.06933307647705,44.387353616001334,13.184000015258789,113459200,270058500
2019-05-22,43.80259704589844,12.84866714477539,44.50476335378992,13.595999717712402,43.74747936210943,12.785332679748535,44.25313373960743,13.273332595825195,118994400,280278000
2019-05-23,43.05491256713867,13.03266716003418,43.26579910587868,13.29800033569336,42.61156485806626,12.414667129516602,43.08846294762348,12.956000328063965,146118800,398206500
2019-05-24,42.88955307006836,12.708666801452637,43.64923236699889,13.331999778747559,42.80567529586491,12.583333015441895,43.184317369517565,13.321999549865723,94858800,212049000
2019-05-28,42.71221923828125,12.579999923706055,43.27778544985154,13.0,42.63553421566566,12.523332595825195,42.877576003465414,12.74666690826416,111792800,154693500
2019-05-29,42.508522033691406,12.657333374023438,42.980626205477755,12.826000213623047,42.17780850142833,12.336000442504883,42.278459651091545,12.473333358764648,113924800,179529000
2019-05-30,42.72899627685547,12.54800033569336,42.9518658949195,12.817333221435547,42.33837108685627,12.468000411987305,42.64511849088788,12.583333015441895,84873600,118897500
2019-05-31,41.95494079589844,12.343999862670898,42.654708575512196,12.661333084106445,41.93576862508081,12.273332595825195,42.2329281309598,12.34000015258789,108174400,156100500
2019-06-03,41.530765533447266,11.9313325881958,42.637931895817616,12.445332527160645,40.804636470241036,11.799332618713379,42.08195356453021,12.36733341217041,161584400,195966000
2019-06-04,43.050132751464844,12.90666675567627,43.09566620923278,12.932000160217285,41.82314282588775,11.973999977111816,42.04361734959498,12.073332786560059,123872000,207112500
2019-06-05,43.745094299316406,13.105999946594238,44.33223146910396,13.41866683959961,43.40959047948128,12.789999961853027,44.16208075258354,13.245332717895508,119093600,202662000
2019-06-06,44.387351989746094,13.729999542236328,44.44726365114498,14.066666603088379,43.65163503254328,13.453332901000977,43.87450831444031,13.629332542419434,90105200,303633000
2019-06-07,45.56879806518555,13.633333206176758,45.99297355745612,14.055999755859375,44.519148477432275,13.566666603088379,44.69648461544341,13.666666984558105,122737600,240052500
2019-06-10,46.151153564453125,14.192000389099121,46.8197661273768,14.462667465209961,45.921091165173166,13.934000015258789,45.96662461499967,14.016667366027832,104883600,158775000
2019-06-11,46.685550689697266,14.473333358764648,46.970730711232996,14.726667404174805,46.395580369292325,14.233332633972168,46.69753375030367,14.609333038330078,107731600,174802500
2019-06-12,46.53697204589844,13.950667381286621,46.963542684924334,14.892000198364258,46.34525404194238,13.933333396911621,46.47945554769659,14.863332748413086,73012800,227962500
2019-06-13,46.52738952636719,14.260666847229004,47.16005645303748,14.326666831970215,46.39558681154533,13.833999633789062,46.659195897906244,14.025333404541016,86698400,122524500
2019-06-14,46.18949508666992,14.32800006866455,46.393192538300454,14.44333267211914,45.604756695226875,14.026666641235352,45.90431499766962,14.083333015441895,75046000,111501000
2019-06-17,46.465091705322266,15.001999855041504,46.72151539195747,15.133333206176758,46.052899149208905,14.284667015075684,46.22784019068279,14.36533260345459,58676400,184752000
2019-06-18,47.5578727722168,14.982666969299316,47.998821691765386,15.649333000183105,46.78142003490676,14.837332725524902,46.982722325563635,15.248000144958496,106204000,190737000
2019-06-19,47.418888092041016,15.095333099365234,47.900580266155806,15.184666633605957,47.284686534361455,14.737333297729492,47.85264800408323,15.007332801818848,84496800,98626500
2019-06-20,47.7999153137207,14.641332626342773,48.075507457573906,15.126667022705078,47.45721875366059,14.423333168029785,48.0179909537039,14.866666793823242,86056000,177952500
2019-06-21,47.636966705322266,14.790666580200195,48.13303708759984,14.812000274658203,47.48598812693898,14.366666793823242,47.641760662798056,14.414667129516602,191202400,123031500
2019-06-24,47.58903121948242,14.909333229064941,47.967673357520425,15.057332992553711,47.49077521738597,14.73466682434082,47.57944330591722,14.88266658782959,72881600,86262000
2019-06-25,46.86768341064453,14.650667190551758,47.75197621929353,15.022666931152344,46.80057900405834,14.63266658782959,47.553069119067075,14.959333419799805,84281200,92731500
2019-06-26,47.88138961791992,14.618000030517578,48.16656964631306,15.148667335510254,47.294256201254704,14.539999961853027,47.394907330678734,14.687333106994629,104270000,127608000
2019-06-27,47.86702346801758,14.855999946594238,48.30557727889453,14.859999656677246,47.82628397608489,14.489999771118164,47.99882620091607,14.630000114440918,83598800,95095500
2019-06-28,47.43085861206055,14.897333145141602,47.80950071063,15.011333465576172,47.222367222720095,14.720000267028809,47.61298872692093,14.732666969299316,124442400,102771000
2019-07-01,48.300777435302734,15.14466667175293,49.00533908963892,15.539999961853027,48.08509328129439,15.085332870483398,48.68900379311359,15.347332954406738,109012000,123201000
2019-07-02,48.583560943603516,14.970000267028809,48.67942179095116,15.276666641235352,48.25524622614172,14.814666748046875,48.26722928914985,15.259332656860352,67740800,138885000
2019-07-03,48.986167907714844,15.65999984741211,48.993357013988195,16.10466766357422,48.573975416695106,15.633999824523926,48.71536604902747,15.959333419799805,45448000,213016500
2019-07-05,48.943031311035156,15.539999961853027,49.14673241375876,15.696666717529297,48.62430084723059,15.386667251586914,48.732144758506294,15.637999534606934,69062000,105985500
2019-07-08,47.93412780761719,15.355999946594238,48.264837724616385,15.483332633972168,47.54829652385314,15.244000434875488,48.123447067370165,15.416000366210938,101354400,88207500
2019-07-09,48.22649002075195,15.337332725524902,48.29119197920028,15.399999618530273,47.64414679769493,15.152000427246094,47.73760883883773,15.264666557312012,82312000,92862000
2019-07-10,48.703392028808594,15.928000450134277,48.82321536456781,15.929332733154297,48.303182526178986,15.542667388916016,48.37268210868142,15.609999656677246,71588400,137185500
2019-07-11,48.34870529174805,15.90666675567627,48.98137221844201,16.100000381469727,48.33912103596176,15.720000267028809,48.72255343160577,15.87600040435791,80767200,112716000
2019-07-12,48.72016143798828,16.338666915893555,48.88791335049453,16.358667373657227,48.45654867782315,15.980667114257812,48.51646033634091,15.983332633972168,70380800,138007500
2019-07-15,49.177886962890625,16.899999618530273,49.336050960909304,16.961332321166992,48.8879129292078,16.323999404907227,48.90948024847616,16.53333282470703,67789600,165001500
2019-07-16,49.00773620605469,16.825332641601562,49.393567429544646,16.902000427246094,48.768089574240236,16.528667449951172,49.02930352530581,16.6200008392334,67467200,122235000
2019-07-17,48.73215866088867,16.99066734313965,49.149141585033725,17.220666885375977,48.71298648578613,16.889999389648438,48.899910622137746,17.044666290283203,56430000,146470500
2019-07-18,49.28571701049805,16.902666091918945,49.33843955115963,17.049999237060547,48.816008100072054,16.792667388916016,48.887902806130285,17.003332138061523,74162400,71379000
2019-07-19,48.550010681152344,17.211999893188477,49.48702989725492,17.33066749572754,48.49489297923967,16.974666595458984,49.31687917824089,17.04599952697754,83717200,105726000
2019-07-22,49.659584045410156,17.045333862304688,49.66197919573005,17.476667404174805,48.79445940658343,16.945999145507812,48.80404366458104,17.25,89111600,102636000
2019-07-23,50.047794342041016,17.344667434692383,50.06457135902232,17.365333557128906,49.67634138607371,16.96666717529297,49.95673112192649,17.11400032043457,73420800,75346500
2019-07-24,50.0070686340332,17.658666610717773,50.12209800817282,17.738000869750977,49.64759864021876,17.21066665649414,49.76742197149024,17.277999877929688,59966400,166092000
2019-07-25,49.61164855957031,15.254667282104492,50.14366439422553,15.633333206176758,49.542148986036345,15.036666870117188,50.05978660733076,15.566666603088379,55638400,336274500
2019-07-26,49.7841911315918,15.202667236328125,50.26108557444569,15.350666999816895,49.64040169408489,14.816666603088379,49.72188066887074,15.128000259399414,70475600,150415500
2019-07-29,50.249107360839844,15.718000411987305,50.479169751708156,15.72933292388916,49.95194785783544,15.0686674118042,49.956741814672895,15.13933277130127,86693600,139099500
2019-07-30,50.033424377441406,16.150667190551758,50.36413790530998,16.224000930786133,49.681143529942474,15.478667259216309,50.028630420839946,15.526666641235352,135742800,121635000
2019-07-31,51.0543212890625,16.107332229614258,53.05057834512591,16.44533348083496,50.63733845360822,15.776666641235352,51.86432814544622,16.200000762939453,277125600,137673000
2019-08-01,49.949546813964844,15.59000015258789,52.25015599273981,16.30066680908203,49.54454706892121,15.451333045959473,51.260414211398206,16.176666259765625,216071600,123892500
2019-08-02,48.8927116394043,15.62266731262207,49.47025729958617,15.751333236694336,48.31995627949175,15.281999588012695,49.25457677249791,15.423333168029785,163448400,92047500
2019-08-05,46.33327102661133,15.221332550048828,47.605793839754426,15.424667358398438,46.151140933868255,15.052000045776367,47.44762986879821,15.30666732788086,209572000,105424500
2019-08-06,47.21039581298828,15.383333206176758,47.46681951501449,15.5,46.50104003344121,15.050000190734863,47.04503901922829,15.458666801452637,143299200,83463000
2019-08-07,47.69927215576172,15.561332702636719,47.823889449526476,15.571332931518555,46.44831988764817,15.053333282470703,46.82935721987256,15.100000381469727,133457600,71647500
2019-08-08,48.751319885253906,15.886667251586914,48.775286014725964,15.986666679382324,47.78314895610071,15.510000228881836,47.977262171983355,15.630000114440918,108038000,79114500
2019-08-09,48.34958267211914,15.667332649230957,48.77536618277326,15.93066692352295,47.94063258255727,15.587332725524902,48.42415480097006,15.736666679382324,98478800,58473000
2019-08-12,48.22688674926758,15.267333030700684,48.60456316105043,15.718000411987305,47.90694536334614,15.25,48.02000749486011,15.53266716003418,89927600,69958500
2019-08-13,50.26922607421875,15.666666984558105,51.03179177110684,15.733332633972168,48.22689462466071,15.170000076293945,48.35679753640936,15.253999710083008,188874000,72721500
2019-08-14,48.7729606628418,14.641332626342773,49.6606171063461,15.433333396911621,48.73447063907869,14.446000099182129,48.87158997225576,15.413999557495117,146189600,143439000
2019-08-15,48.529998779296875,14.37600040435791,49.3478915876303,14.77066707611084,48.03204373725205,14.103333473205566,48.94375735403797,14.723999977111816,108909600,122394000
2019-08-16,49.675045013427734,14.662667274475098,49.833813592722215,14.815999984741211,49.03516219671506,14.40133285522461,49.14100791624472,14.444000244140625,110481600,76477500
2019-08-19,50.601192474365234,15.121999740600586,51.17371593316151,15.188667297363281,50.524212432833735,14.779999732971191,50.66614025497072,14.947333335876465,97654400,79644000
2019-08-20,50.60359573364258,15.057332992553711,51.32286284135526,15.272666931152344,50.59397506394467,14.969332695007324,50.728686463377464,15.174667358398438,107537200,61878000
2019-08-21,51.15208053588867,14.722000122070312,51.395041975423894,14.881333351135254,50.90190267433042,14.506667137145996,51.23627702030587,14.800666809082031,86141600,116914500
2019-08-22,51.10877227783203,14.8100004196167,51.58507439376936,15.026666641235352,50.697417947742494,14.54800033569336,51.28437796466057,14.853333473205566,89014800,98385000
2019-08-23,48.74650573730469,14.09333324432373,51.010149632314025,14.744667053222656,48.3519921175975,14.066666603088379,50.379887338546645,14.664667129516602,187272000,128079000
2019-08-26,49.67264938354492,14.333333015441895,49.841038661740455,14.334667205810547,49.32865073537815,14.102666854858398,49.521097197863455,14.239999771118164,104174400,75778500
2019-08-27,49.11214828491211,14.272000312805176,50.168194019276,14.58666706085205,48.96059610686594,14.135333061218262,50.00220899962749,14.38266658782959,103493200,81243000
2019-08-28,49.441707611083984,14.37266731262207,49.48741405398377,14.483332633972168,48.91007839883308,14.154000282287598,49.097712670287585,14.246000289916992,63755200,48382500
2019-08-29,50.27884292602539,14.780667304992676,50.353418717422464,14.893333435058594,49.713535889687755,14.533332824707031,50.15616011479025,14.600000381469727,83962000,77692500
2019-08-30,50.213897705078125,15.040666580200195,50.625248350580826,15.496000289916992,49.84343766146092,14.947333335876465,50.55548839646647,15.276666641235352,84573600,139809000
2019-09-03,49.48261642456055,15.000666618347168,49.79052935387279,15.263333320617676,49.12659278828295,14.87733268737793,49.65822215675933,14.938667297363281,80092000,80311500
2019-09-04,50.3221435546875,14.711999893188477,50.39190350308063,15.230667114257812,49.87230292351283,14.61400032043457,50.12969712825744,15.12600040435791,76752400,86415000
2019-09-05,51.306034088134766,15.305333137512207,51.4720191264989,15.319999694824219,50.88024685980213,14.723333358764648,50.99812119719681,14.833333015441895,95654800,110929500
2019-09-06,51.30122375488281,15.16333293914795,51.58027096935908,15.309332847595215,51.12080586682492,15.011333465576172,51.49126598584614,15.146666526794434,77449200,62841000
2019-09-09,51.52012252807617,15.452667236328125,52.06618826677123,15.583999633789062,50.774397592176236,15.281999588012695,51.681295372324975,15.333333015441895,109237600,72040500
2019-09-10,52.12873077392578,15.702667236328125,52.14797578532957,15.702667236328125,50.92835301132534,15.262666702270508,51.44554938683884,15.386667251586914,127111600,73255500
2019-09-11,53.78616714477539,16.47333335876465,53.81503649603039,16.544666290283203,52.376502233736424,15.733332633972168,52.458294446580055,15.825332641601562,177158400,150642000
